,A,B,C,D,E,F
0,1.5678107777614476,2.117072864090666,-1.0,-0.9618062989160614,2.0,-2.017715355324274
1,0.9710444047335843,-0.2160929708538524,-3.0,1.1862331172121965,2.0,-0.24123193050127634
2,-0.200019855109989,-0.0,0.0,0.7571436984589711,2.0,-1.7721745121639159
3,2.751908644662004,-4.677616457980034,-4.0,2.409163049438073,2.0,-0.7198439079877522
4,2.9998159895935688,0.07897580238521665,-2.0,-0.6052206626644953,2.0,0.019184162739761867
5,2.738902715165681,1.7035057293240006,-4.0,-1.0389543860509245,2.0,-0.739355898805977
6,0.22667869500232976,4.25429132222248,-4.0,0.5765474176267132,2.0,-1.3421300753474261
7,2.901738210640095,0.0,0.0,-1.1760940191069087,2.0,-0.44702251901535683
8,0.5964490003649626,4.29892331394663,-3.0,1.860359239465272,2.0,-0.9317266180709403
9,1.922151745560074,-3.0713661528125438,-4.0,0.16603467885848344,2.0,-1.6487234277389842
10,2.378114262394719,-2.9944488077689075,-1.0,0.9985695959623648,2.0,-1.1830378437676436
11,0.7972654636280975,1.2402742067270418,-2.0,2.13678950892168,2.0,-0.6480449209197906
12,0.9243615242913537,-0.13827433573088582,-3.0,2.4216752929495,2.0,0.39143765540218317
13,0.9880962302308502,-0.028733402731156855,-3.0,-0.6164493344758488,2.0,-0.15445039104397695
14,2.999395160582531,0.02391123263018885,-1.0,2.546292649257642,2.0,0.03478219081921286
15,2.7490159346719354,2.2185459986575173,-4.0,2.3984050956929606,2.0,0.7242207624967956
16,0.9993466345054125,0.0,0.0,0.6540816811304292,2.0,0.03615070275198373
17,0.958001737907178,-1.3264746894438446,-4.0,-0.8749216503184915,2.0,-0.2908455785249514
18,0.5989471024548717,-3.659956258431095,-4.0,1.9187364312689574,2.0,-0.9286106913861795
19,0.8636787874528447,2.7476915995205333,-4.0,0.8595904381246728,2.0,0.5282731032352428
20,0.509931272299946,-6.774753798248759,-4.0,2.3483810339334883,2.0,-1.0356914343542234
21,-0.04141239859658882,-1.303182810998967,-4.0,0.3273482227663361,2.0,-1.612220571488451
22,0.9815645878397159,0.12637040537264208,-1.0,2.1661396503066817,2.0,0.19231399512264546
23,-0.2570017635918744,8.320091044695001,-3.0,0.9735854331930645,2.0,-1.8307147992048183
24,2.8684575012450315,-1.247192976241316,-2.0,-0.44201329734365813,2.0,-0.5187138961519588
25,0.8761858006110831,-0.4113349929502671,-1.0,2.4042771067442557,2.0,0.50290568277769
26,0.5412518325927346,0.0,0.0,2.7471240669430665,2.0,0.9988711777580613
27,0.26750025837512753,-3.2476499689666327,-4.0,0.3464521655933764,2.0,-1.2999985161759235
28,2.9995404510237407,-0.1711700913031367,-3.0,2.036202512490767,2.0,-0.030317789435147624
29,0.5598587727276702,1.2454858325088016,-1.0,-1.2933067023342941,2.0,-0.9765809798994052
30,0.9043077196936471,-0.7408187192150676,-3.0,1.0753102914745267,2.0,-0.4410411180474233
31,0.47239400813545007,-1.358883384458122,-4.0,1.9920485159914523,2.0,1.078791338445086
32,2.8942208102523983,-2.9389430589444774,-4.0,0.7524881985390248,2.0,-0.46410887762911673
33,2.984329175813498,-1.1104313982727954,-3.0,2.4247592197408476,2.0,0.17726773656134875
34,2.161764615997819,0.0,0.0,1.1298684946159838,2.0,1.4083177676058563
35,2.297115464181338,1.6315176890347713,-4.0,2.839850018167079,2.0,1.2691260561606996
36,2.606539720531498,3.5668760249112244,-4.0,2.2535300519937955,2.0,-0.9190952608491189
37,2.4342277754218986,0.0,0.0,2.3795356391840228,2.0,1.1216154896673414
38,0.07418738905105664,-1.6942400091265042,-4.0,0.9080853282194727,2.0,-1.496540716941333
39,2.1898521260609973,-5.470169597640038,-4.0,1.846751976965026,2.0,-1.3797847956444955
40,0.7516508152429167,-1.0117796358300675,-2.0,2.092443782538102,2.0,-0.7202349056073407
41,-0.15864652150828587,11.289367388548648,-4.0,2.4027033410963803,2.0,-1.7301159887429778
42,0.7519772847840701,-8.499782878789434,-3.0,-1.1069675740763092,2.0,-0.7197397860379857
43,0.9942306003012873,0.05597149153710628,-1.0,2.6950817986111315,2.0,-0.10747051606682842
44,0.2856090577200225,-0.0,0.0,2.751946569673361,2.0,-1.2811544288042926
45,0.8970505586453127,-1.3492393558284135,-4.0,1.470667525735545,2.0,-0.4577467260520448
46,2.3425310242259876,-4.541206726317506,-4.0,1.2076597548175352,2.0,-1.2211867544698367
47,2.98597913087838,0.15278725598206325,-3.0,2.28658883664348,2.0,-0.16765295289199522
48,0.9147163675171045,1.6465818278273125,-3.0,1.2241575517877448,2.0,-0.415990857615157
49,1.5869384500578967,-1.7878195056817618,-3.0,0.2476070162064754,2.0,-1.9966095794084924
