,A,B,C,D,E,F
0,0.7246206971570269,-1.9813246477088162,-2.475999298226569,-2.0,0.4759992982265692,-0.7603124858425201
1,0.96561936393344,-0.17142775940247262,1.0915944802028847,-2.0,-0.09159448020288481,0.26298086293659423
2,2.7559209717922823,1.1682802475726135,-1.3786310841453129,-2.0,0.3786310841453128,-0.7137365596907851
3,2.5003295532849714,-0.6545535275147204,-1.815975178624718,-2.0,-0.1840248213752819,-1.0468169740204158
4,2.9999975460348027,-0.0033977686495778653,-1.1647287858037154,-2.0,0.16472878580371542,-0.0022153853844686378
5,2.4460399413426845,1.6811322840104306,-1.111811864624307,-2.0,0.11181186462430699,-1.1084604732336283
6,0.9973099045051825,0.04842734979124342,-2.462058726368237,-2.0,0.4620587263682369,-0.07336623832621725
7,2.735265035389035,0.787723485766919,1.0889596879069199,-2.0,-0.08895968790692,-0.7447386939940824
8,0.9922800175151584,-0.0972016449801251,0.5069446132505182,-2.0,0.49305538674948174,0.12433773366160189
9,0.9589731140669374,0.10701614028823488,-2.7906514687716504,-2.0,0.7906514687716506,-0.2874387949479714
10,2.9702771776930277,0.4256897349251411,-1.002401025403199,-2.0,0.0024010254031989167,-0.2444227552766227
11,0.7239216391056518,-0.21753705446996585,0.6578827159635041,-2.0,0.34211728403649594,-0.7613263259048946
12,0.9989989099605293,0.06093097746682424,-1.295782885570888,-2.0,0.2957828855708879,-0.04474946065118892
13,2.839049880497907,0.2842881504467765,-1.0971324694202236,-2.0,0.09713246942022362,-0.5752618316464098
14,0.9993090811417288,-0.02067621613147564,-1.6778491983029438,-2.0,-0.3221508016970563,0.037175218477134564
15,2.96714352891236,0.4663717092334706,-1.0498609336896394,-2.0,0.0498609336896395,0.2570524810189337
16,0.31092833704570866,-2.0496110137401735,0.9105030068601465,-2.0,0.08949699313985345,-1.2546266988752546
17,2.669046011733438,-3.8674439073374485,-1.7807893498561285,-2.0,-0.2192106501438716,0.8378718684211092
18,1.7944557121440112,-0.9045048332072458,-0.9790376569202457,-2.0,-0.020962343079754274,-1.7778161647601272
19,2.2614928528970846,5.22724827409856,-1.9472825545981634,-2.0,-0.05271744540183674,-1.3062277785859826
20,2.766470115003243,-0.8625937224380782,0.9619544899103061,-2.0,0.038045510089693924,-0.6974692113307718
21,1.2099322183951564,-1.1499443908322047,-1.5196962321042844,-2.0,-0.48030376789571566,-2.481715886389487
22,2.6905535996622616,-0.8109216744749367,-0.9650454746595181,-2.0,-0.03495452534048198,-0.8085421531357928
23,2.8908500519228144,1.6409817788917156,1.9452799321235783,-2.0,0.05472006787642169,-0.471583441333999
24,0.5278973446064871,1.73479498717128,0.843907139478714,-2.0,0.156092860521286,-1.014673398993569
25,2.7638816050626143,0.03258237811852567,-0.32882320924331876,-2.0,0.32882320924331876,-0.7014897663464296
26,0.7762037722274492,-0.08826241347081808,-1.085481373841775,-2.0,0.0854813738417751,-0.682174180901497
27,0.910595583641781,0.2373136850867575,-1.5736749736191853,-2.0,0.5736749736191854,-0.4260734953945461
28,0.08276902333232877,0.2723437464480656,-1.0321125927901442,-2.0,0.032112592790144175,-1.487932506482589
29,0.9733871517845321,-0.5137078034962719,2.514477943146936,-2.0,-0.5144779431469357,0.23122168484245265
30,-0.3538596454106274,3.3478313729585714,1.845860403796842,-2.0,0.15413959620315804,-1.9324908711384434
31,0.8058545792682901,-0.2712218233037215,-0.7750422039087741,-2.0,-0.2249577960912259,-0.6336790034322491
32,0.9771678670100736,-0.09686261409588366,-0.8544621561001295,-2.0,-0.14553784389987048,0.21410067859939785
33,2.626279057918704,-0.13924976084212862,-0.1312567283996795,-2.0,0.1312567283996795,0.8940252115050716
34,2.5519940274046693,-0.7374516985353017,2.171380203938616,-2.0,-0.17138020393861583,0.9860426206686659
35,-0.45175165154277575,-1.6783333279333426,0.9764608576976747,-2.0,0.023539142302325324,-2.0395241105761444
36,0.3927562966412846,-4.988581482588999,1.8733813020237609,-2.0,0.12661869797623923,1.1671695063718766
37,0.5754112026492962,-1.2686079345914534,-1.1260125466109279,-2.0,0.1260125466109278,-0.9576894914605344
38,2.342363003943726,0.7850448759552127,-1.8429971161336094,-2.0,-0.15700288386639064,-1.2213655875089315
39,2.8469946602451404,0.6411792316962681,-1.0502228556541826,-2.0,0.05022285565418271,-0.5604901275932371
40,2.9848503816261114,0.29760620441836866,2.347218276987195,-2.0,-0.3472182769871952,-0.1742872656665031
41,2.995181738503966,-0.0968537026885433,-2.542225004881672,-2.0,0.5422250048816721,-0.09820525188841722
42,0.7368391082440015,-3.6727573385365173,-1.9808704315157328,-2.0,-0.019129568484267164,-0.7424133630444593
43,0.7957784497251685,0.0016438373913663503,2.169303151656141,-2.0,-0.16930315165614118,-0.650504386037063
44,2.861166998540259,0.031380999355576804,0.0792865560386322,-2.0,-0.0792865560386322,0.533235314243822
45,2.559931829102706,-0.9426260137797629,1.345693866946078,-2.0,-0.3456938669460781,-0.976492807554282
46,1.7469676449807063,0.051964294015117464,-0.1380842540248567,-2.0,0.1380842540248567,-1.826609657119754
47,2.8622164765380638,0.8031689532541461,-1.9380587133076181,-2.0,-0.06194128669238185,-0.5311670970856486
48,0.30301843656334576,-2.122662103359308,-1.915883709029991,-2.0,-0.08411629097000897,-1.262937910318184
49,1.6841772447357235,0.09605971639563121,1.9829388972515858,-2.0,0.017061102748414256,-1.8921199927325478
